parameter_name,parameter_value,error,metric,ID
sim_ELI,0.9020681026615714,467.9103473319417,levenshtein,17
alpha,2.1179557343697177,667.8203977295748,levenshtein,18
gamma,0.4598955591689447,667.8203977295748,levenshtein,18
delta,0.0010000000001021815,667.8203977295748,levenshtein,18
overlap,0.09248567481968527,667.8203977295748,levenshtein,18
sigma,0.4324519435251831,667.8203977295748,levenshtein,18
tau,9.993453268110464,667.8203977295748,levenshtein,18
b,1.8022287250257552,667.8203977295748,levenshtein,18
base,0.7994693407484151,667.8203977295748,levenshtein,18
theta,1.9999999999997204,667.8203977295748,levenshtein,18
sim_ELI,0.8586833888488823,667.8203977295748,levenshtein,18
alpha,5.998394405839045,727.2015251047369,levenshtein,19
gamma,0.3897694092175746,727.2015251047369,levenshtein,19
delta,0.19509926490766327,727.2015251047369,levenshtein,19
overlap,0.3989088700019366,727.2015251047369,levenshtein,19
sigma,0.5010996733057393,727.2015251047369,levenshtein,19
tau,1.6282681565285706,727.2015251047369,levenshtein,19
b,2.7669414312921083,727.2015251047369,levenshtein,19
base,0.826727403696058,727.2015251047369,levenshtein,19
theta,1.9999743035976223,727.2015251047369,levenshtein,19
sim_ELI,0.5132427481787962,727.2015251047369,levenshtein,19
alpha,5.997174342176701,773.1675938270971,levenshtein,20
gamma,0.5704222627693936,773.1675938270971,levenshtein,20
delta,0.23019724965146554,773.1675938270971,levenshtein,20
overlap,0.15135805774402927,773.1675938270971,levenshtein,20
sigma,0.324810450931797,773.1675938270971,levenshtein,20
tau,0.7767152764429089,773.1675938270971,levenshtein,20
b,2.506753806206714,773.1675938270971,levenshtein,20
base,0.7081662384217954,773.1675938270971,levenshtein,20
theta,1.874458556354996,773.1675938270971,levenshtein,20
sim_ELI,0.9998038207090789,773.1675938270971,levenshtein,20
alpha,2.5245459073384975,677.6796082991706,levenshtein,21
gamma,0.48503379092369614,677.6796082991706,levenshtein,21
delta,0.052242196658374276,677.6796082991706,levenshtein,21
overlap,0.5073927316618992,677.6796082991706,levenshtein,21
sigma,0.37726509945271597,677.6796082991706,levenshtein,21
tau,0.8222275648077783,677.6796082991706,levenshtein,21
b,3.0402267255562268,677.6796082991706,levenshtein,21
base,0.005347201378584705,677.6796082991706,levenshtein,21
theta,1.0647206200080408,677.6796082991706,levenshtein,21
sim_ELI,0.23430451066029373,677.6796082991706,levenshtein,21
alpha,1.1232433003557862,469.7122527963011,levenshtein,22
gamma,0.30828699161295914,469.7122527963011,levenshtein,22
delta,0.0010337373154471181,469.7122527963011,levenshtein,22
overlap,0.3213964984031359,469.7122527963011,levenshtein,22
sigma,0.3631338012701981,469.7122527963011,levenshtein,22
tau,0.8124767190214552,469.7122527963011,levenshtein,22
b,3.5195858865742027,469.7122527963011,levenshtein,22
base,1.0168862721152647,469.7122527963011,levenshtein,22
theta,1.999769292042323,469.7122527963011,levenshtein,22
sim_ELI,0.48306369863459714,469.7122527963011,levenshtein,22
alpha,3.424404534504189,535.3753023342937,levenshtein,23
gamma,0.126106488295806,535.3753023342937,levenshtein,23
delta,0.001091576526784223,535.3753023342937,levenshtein,23
overlap,0.2275159014581711,535.3753023342937,levenshtein,23
sigma,0.9996166746708964,535.3753023342937,levenshtein,23
tau,2.7098686810925376,535.3753023342937,levenshtein,23
b,4.526282464176838,535.3753023342937,levenshtein,23
base,2.1058040361620615e-5,535.3753023342937,levenshtein,23
theta,1.9239579448368995,535.3753023342937,levenshtein,23
sim_ELI,0.15642815354122658,535.3753023342937,levenshtein,23
alpha,5.986086379914352,872.2839698577504,levenshtein,24
gamma,0.4549705384446499,872.2839698577504,levenshtein,24
delta,0.19715124296331288,872.2839698577504,levenshtein,24
overlap,0.511514659657579,872.2839698577504,levenshtein,24
sigma,0.3959089593208649,872.2839698577504,levenshtein,24
tau,0.924149067700755,872.2839698577504,levenshtein,24
b,2.214147307381321,872.2839698577504,levenshtein,24
base,0.09098762849828365,872.2839698577504,levenshtein,24
theta,1.67274388877581,872.2839698577504,levenshtein,24
sim_ELI,0.43179569144051916,872.2839698577504,levenshtein,24
alpha,5.999727994467471,658.3450086500021,levenshtein,25
gamma,0.5756016493079543,658.3450086500021,levenshtein,25
delta,0.21689523023083668,658.3450086500021,levenshtein,25
overlap,0.2034772544976123,658.3450086500021,levenshtein,25
sigma,0.33081876678508626,658.3450086500021,levenshtein,25
tau,0.4665386770337037,658.3450086500021,levenshtein,25
b,3.6638211323235725,658.3450086500021,levenshtein,25
base,0.5742753009402465,658.3450086500021,levenshtein,25
theta,1.4799165598541657,658.3450086500021,levenshtein,25
sim_ELI,0.5545487150747889,658.3450086500021,levenshtein,25
alpha,5.9936687032238485,776.9752097317148,levenshtein,26
gamma,0.37787211844781876,776.9752097317148,levenshtein,26
delta,0.05050485295796435,776.9752097317148,levenshtein,26
overlap,0.4726236645038525,776.9752097317148,levenshtein,26
sigma,0.8436595119707745,776.9752097317148,levenshtein,26
tau,1.5593047741758235,776.9752097317148,levenshtein,26
b,3.6089285964076825,776.9752097317148,levenshtein,26
base,0.000195224838734977,776.9752097317148,levenshtein,26
theta,1.9941692922255911,776.9752097317148,levenshtein,26
sim_ELI,0.2812268000194056,776.9752097317148,levenshtein,26
alpha,5.997963931862427,855.3322351109083,levenshtein,27
gamma,0.3888380743614416,855.3322351109083,levenshtein,27
delta,0.1769110149572044,855.3322351109083,levenshtein,27
overlap,0.22616340500347218,855.3322351109083,levenshtein,27
sigma,0.5710381307087905,855.3322351109083,levenshtein,27
tau,0.9955814199978532,855.3322351109083,levenshtein,27
b,2.138249964944221,855.3322351109083,levenshtein,27
base,0.00016625500935690785,855.3322351109083,levenshtein,27
theta,1.465906936446621,855.3322351109083,levenshtein,27
sim_ELI,0.34177198532989694,855.3322351109083,levenshtein,27
alpha,4.998580980808316,962.5768983753175,levenshtein,28
gamma,0.39731317246846876,962.5768983753175,levenshtein,28
delta,0.0010002282817111385,962.5768983753175,levenshtein,28
overlap,0.9447230070597654,962.5768983753175,levenshtein,28
sigma,0.3204694387157068,962.5768983753175,levenshtein,28
tau,0.6425236738489919,962.5768983753175,levenshtein,28
b,17.385398768380032,962.5768983753175,levenshtein,28
base,0.1219542544853042,962.5768983753175,levenshtein,28
theta,1.9999995457489197,962.5768983753175,levenshtein,28
sim_ELI,0.17635678268671573,962.5768983753175,levenshtein,28
alpha,2.2955487831172925,604.6941084891602,levenshtein,29
gamma,0.17913695646026292,604.6941084891602,levenshtein,29
delta,0.0010313200306245151,604.6941084891602,levenshtein,29
overlap,0.4617050913365264,604.6941084891602,levenshtein,29
sigma,0.5672302996207502,604.6941084891602,levenshtein,29
tau,1.460038346816416,604.6941084891602,levenshtein,29
b,3.5006226886161715,604.6941084891602,levenshtein,29
base,0.1040486173739613,604.6941084891602,levenshtein,29
theta,1.9992077717675687,604.6941084891602,levenshtein,29
sim_ELI,0.28613184454597823,604.6941084891602,levenshtein,29
alpha,5.999814639587397,642.3529814774406,levenshtein,30
gamma,0.4027756909017677,642.3529814774406,levenshtein,30
delta,0.23824192777117478,642.3529814774406,levenshtein,30
overlap,0.31696229420811467,642.3529814774406,levenshtein,30
sigma,0.2864814328337694,642.3529814774406,levenshtein,30
tau,0.6901102338189835,642.3529814774406,levenshtein,30
b,2.604629401692339,642.3529814774406,levenshtein,30
base,7.823168650698169e-5,642.3529814774406,levenshtein,30
theta,1.4940187923816315,642.3529814774406,levenshtein,30
sim_ELI,0.38653302167221343,642.3529814774406,levenshtein,30
alpha,5.999679779698455,620.5932896449392,levenshtein,31
gamma,0.6427182836545712,620.5932896449392,levenshtein,31
delta,0.15752497764041665,620.5932896449392,levenshtein,31
overlap,0.0013115341497414914,620.5932896449392,levenshtein,31
sigma,0.09409040298328679,620.5932896449392,levenshtein,31
tau,0.13143921229978112,620.5932896449392,levenshtein,31
b,0.3566336380634639,620.5932896449392,levenshtein,31
base,0.0406420998374748,620.5932896449392,levenshtein,31
theta,1.029325167600389,620.5932896449392,levenshtein,31
sim_ELI,0.8700443815958426,620.5932896449392,levenshtein,31
alpha,5.997077522422168,898.2653064225583,levenshtein,32
gamma,0.4172596488196773,898.2653064225583,levenshtein,32
delta,0.17311393518628962,898.2653064225583,levenshtein,32
overlap,0.12515339829546515,898.2653064225583,levenshtein,32
sigma,0.5962328949888225,898.2653064225583,levenshtein,32
tau,0.9791802548158511,898.2653064225583,levenshtein,32
b,2.4604853983056136,898.2653064225583,levenshtein,32
base,0.5286121349663775,898.2653064225583,levenshtein,32
theta,1.8000871283195974,898.2653064225583,levenshtein,32
sim_ELI,0.7091321503877157,898.2653064225583,levenshtein,32
alpha,5.99799636756761,704.3323993932858,syllable,1
gamma,0.5984124731665705,704.3323993932858,syllable,1
delta,0.12374781903738172,704.3323993932858,syllable,1
overlap,0.45426146297139813,704.3323993932858,syllable,1
sigma,0.3226151765957968,704.3323993932858,syllable,1
tau,0.8871507664326556,704.3323993932858,syllable,1
b,1.5338671248389857,704.3323993932858,syllable,1
base,0.0001639738049292788,704.3323993932858,syllable,1
theta,1.6105809173814147,704.3323993932858,syllable,1
sim_ELI,0.46590515370360736,704.3323993932858,syllable,1
alpha,2.7879236892394155,633.0585753169737,syllable,2
gamma,0.34561374559015484,633.0585753169737,syllable,2
delta,0.0010161850876936641,633.0585753169737,syllable,2
overlap,0.18350379279251605,633.0585753169737,syllable,2
sigma,0.6998373225073103,633.0585753169737,syllable,2
tau,1.5508192735404658,633.0585753169737,syllable,2
b,4.485881583678865,633.0585753169737,syllable,2
base,0.46799932741077127,633.0585753169737,syllable,2
theta,1.9996777103372345,633.0585753169737,syllable,2
sim_ELI,0.3055141300167739,633.0585753169737,syllable,2
alpha,2.2417242121188474,447.9582752995739,syllable,3
gamma,0.22776255974182538,447.9582752995739,syllable,3
delta,0.0010066047885178636,447.9582752995739,syllable,3
overlap,0.3276746830048465,447.9582752995739,syllable,3
sigma,0.5066193676074064,447.9582752995739,syllable,3
tau,1.5031957402798226,447.9582752995739,syllable,3
b,3.680549318160501,447.9582752995739,syllable,3
base,0.8288724402085315,447.9582752995739,syllable,3
theta,1.9999620497759567,447.9582752995739,syllable,3
sim_ELI,0.5251296873002208,447.9582752995739,syllable,3
alpha,3.3357620864704622,594.7538612521022,syllable,4
gamma,0.18204043754403468,594.7538612521022,syllable,4
delta,0.0010002602762418013,594.7538612521022,syllable,4
overlap,0.3835680541785763,594.7538612521022,syllable,4
sigma,0.9090766909554743,594.7538612521022,syllable,4
tau,9.974010790963268,594.7538612521022,syllable,4
b,6.466526311502089,594.7538612521022,syllable,4
base,8.503291582074412e-7,594.7538612521022,syllable,4
theta,1.9999991744285277,594.7538612521022,syllable,4
sim_ELI,0.13578482691617783,594.7538612521022,syllable,4
alpha,5.996410396003735,698.3592142136698,syllable,5
gamma,0.4288924899618266,698.3592142136698,syllable,5
delta,0.17453244565721718,698.3592142136698,syllable,5
overlap,0.36935038924974145,698.3592142136698,syllable,5
sigma,0.5206311402968236,698.3592142136698,syllable,5
tau,1.2481986274543855,698.3592142136698,syllable,5
b,3.4553189455730147,698.3592142136698,syllable,5
base,0.2089556565600474,698.3592142136698,syllable,5
theta,1.296589304354109,698.3592142136698,syllable,5
sim_ELI,0.2521353853976664,698.3592142136698,syllable,5
alpha,5.9994186946507755,845.514632165227,syllable,6
gamma,0.39897131419946735,845.514632165227,syllable,6
delta,0.2106258735103061,845.514632165227,syllable,6
overlap,0.42474202653863485,845.514632165227,syllable,6
sigma,0.5100819806198756,845.514632165227,syllable,6
tau,1.422742409959346,845.514632165227,syllable,6
b,4.93171018016175,845.514632165227,syllable,6
base,0.6957887928541817,845.514632165227,syllable,6
theta,1.917115459455069,845.514632165227,syllable,6
sim_ELI,0.5070925322645732,845.514632165227,syllable,6
alpha,1.5129910544765255,599.1579873932421,syllable,7
gamma,0.3450666868154949,599.1579873932421,syllable,7
delta,0.0010790307857661567,599.1579873932421,syllable,7
overlap,0.498679979451053,599.1579873932421,syllable,7
sigma,0.3489682342783183,599.1579873932421,syllable,7
tau,0.8652524945840923,599.1579873932421,syllable,7
b,3.233911842002589,599.1579873932421,syllable,7
base,0.5030189724244767,599.1579873932421,syllable,7
theta,1.9998611305284295,599.1579873932421,syllable,7
sim_ELI,0.394785504563563,599.1579873932421,syllable,7
alpha,5.998108284211034,734.512242525538,syllable,8
gamma,0.48391195753113003,734.512242525538,syllable,8
delta,0.2366148826440836,734.512242525538,syllable,8
overlap,0.44246436352086893,734.512242525538,syllable,8
sigma,0.3761399725685839,734.512242525538,syllable,8
tau,0.8038553822973906,734.512242525538,syllable,8
b,5.303590993016431,734.512242525538,syllable,8
base,0.5392135392464343,734.512242525538,syllable,8
theta,1.4002780031209379,734.512242525538,syllable,8
sim_ELI,0.4088347845786274,734.512242525538,syllable,8
alpha,4.382975108454978,927.4710964727376,syllable,9
gamma,0.5183292708309017,927.4710964727376,syllable,9
delta,0.1660823900512569,927.4710964727376,syllable,9
overlap,0.34247302239657323,927.4710964727376,syllable,9
sigma,0.4552988952632627,927.4710964727376,syllable,9
tau,1.115533048905935,927.4710964727376,syllable,9
b,2.1535802444510015,927.4710964727376,syllable,9
base,6.685371744822381e-7,927.4710964727376,syllable,9
theta,1.1523127057507854,927.4710964727376,syllable,9
sim_ELI,0.3524989734111546,927.4710964727376,syllable,9
alpha,5.999441955359112,613.5744465538274,syllable,10
gamma,0.4647076369587627,613.5744465538274,syllable,10
delta,0.2683923802027713,613.5744465538274,syllable,10
overlap,0.26577132661919867,613.5744465538274,syllable,10
sigma,0.2174551360286976,613.5744465538274,syllable,10
tau,0.5849086902755863,613.5744465538274,syllable,10
b,1.8302592377475402,613.5744465538274,syllable,10
base,0.7213553638004861,613.5744465538274,syllable,10
theta,1.9920501292646953,613.5744465538274,syllable,10
sim_ELI,0.658261298555973,613.5744465538274,syllable,10
alpha,3.375632181330208,265.8449010025433,syllable,11
gamma,0.12597929345743544,265.8449010025433,syllable,11
delta,0.0010000000297916442,265.8449010025433,syllable,11
overlap,0.3415110629482596,265.8449010025433,syllable,11
sigma,0.587770370587067,265.8449010025433,syllable,11
tau,9.994964468786081,265.8449010025433,syllable,11
b,6.2312075198338395,265.8449010025433,syllable,11
base,1.5469103960059874e-11,265.8449010025433,syllable,11
theta,1.9999999989329893,265.8449010025433,syllable,11
sim_ELI,0.33028188163309435,265.8449010025433,syllable,11
alpha,5.999423142260534,588.9038364043482,syllable,12
gamma,0.5170271903080527,588.9038364043482,syllable,12
delta,0.1728486472646936,588.9038364043482,syllable,12
overlap,0.2632418197568048,588.9038364043482,syllable,12
sigma,0.32225851500844765,588.9038364043482,syllable,12
tau,0.41869303070772174,588.9038364043482,syllable,12
b,2.8621173086567055,588.9038364043482,syllable,12
base,0.0577559741550447,588.9038364043482,syllable,12
theta,1.1320999459320904,588.9038364043482,syllable,12
sim_ELI,0.39527252396104706,588.9038364043482,syllable,12
alpha,1.7694401473983328,412.34052971740937,syllable,13
gamma,0.45958252644602077,412.34052971740937,syllable,13
delta,0.03326177926923757,412.34052971740937,syllable,13
overlap,0.11476457832741442,412.34052971740937,syllable,13
sigma,0.33799408027685796,412.34052971740937,syllable,13
tau,9.85398389375894,412.34052971740937,syllable,13
b,2.1668370863702013,412.34052971740937,syllable,13
base,1.3587784907773373,412.34052971740937,syllable,13
theta,1.9999999999999938,412.34052971740937,syllable,13
sim_ELI,0.9999999999999862,412.34052971740937,syllable,13
alpha,1.5389240814258416,699.721118633108,syllable,14
gamma,0.15948079338681173,699.721118633108,syllable,14
delta,0.02646173171655817,699.721118633108,syllable,14
overlap,0.3521778540060925,699.721118633108,syllable,14
sigma,0.39903925153879255,699.721118633108,syllable,14
tau,1.2768990107453482,699.721118633108,syllable,14
b,2.135606600143038,699.721118633108,syllable,14
base,2.542874960790368e-5,699.721118633108,syllable,14
theta,1.9999162643712365,699.721118633108,syllable,14
sim_ELI,0.4079305522720723,699.721118633108,syllable,14
alpha,5.998453632362843,859.2724352912678,syllable,15
gamma,0.4815512717672886,859.2724352912678,syllable,15
delta,0.11236961415230162,859.2724352912678,syllable,15
overlap,0.26266799589255835,859.2724352912678,syllable,15
sigma,0.8086701499372868,859.2724352912678,syllable,15
tau,2.572647042527155,859.2724352912678,syllable,15
b,3.2568341383980446,859.2724352912678,syllable,15
base,0.2706105259696991,859.2724352912678,syllable,15
theta,1.9997565322367574,859.2724352912678,syllable,15
sim_ELI,0.40332901888882966,859.2724352912678,syllable,15
alpha,5.999608744156662,684.1056975956546,syllable,16
gamma,0.486987269607014,684.1056975956546,syllable,16
delta,0.23778030369368935,684.1056975956546,syllable,16
overlap,0.23208980048803063,684.1056975956546,syllable,16
sigma,0.3791814992140472,684.1056975956546,syllable,16
tau,0.7004143185205032,684.1056975956546,syllable,16
b,4.688333850226756,684.1056975956546,syllable,16
base,0.9240573822398909,684.1056975956546,syllable,16
theta,1.9991608293942338,684.1056975956546,syllable,16
sim_ELI,0.6082731665966289,684.1056975956546,syllable,16
alpha,1.2596853797775738,467.7638789933596,syllable,17
gamma,0.05687340055269394,467.7638789933596,syllable,17
delta,0.0010084789306876133,467.7638789933596,syllable,17
overlap,0.0010014854929614352,467.7638789933596,syllable,17
sigma,0.4688568508359506,467.7638789933596,syllable,17
tau,0.3948035689875841,467.7638789933596,syllable,17
b,4.571415503281521,467.7638789933596,syllable,17
base,0.771489709210264,467.7638789933596,syllable,17
theta,1.997634860004198,467.7638789933596,syllable,17
sim_ELI,0.8992867406201268,467.7638789933596,syllable,17
alpha,2.0925036388673917,667.2973198397864,syllable,18
gamma,0.4585054973486646,667.2973198397864,syllable,18
delta,0.0010000000002623921,667.2973198397864,syllable,18
overlap,0.08436330141889375,667.2973198397864,syllable,18
sigma,0.421914954142789,667.2973198397864,syllable,18
tau,9.995196301802858,667.2973198397864,syllable,18
b,1.7420080922760774,667.2973198397864,syllable,18
base,0.7999565358317108,667.2973198397864,syllable,18
theta,1.9999999999999554,667.2973198397864,syllable,18
sim_ELI,0.8775881399721847,667.2973198397864,syllable,18
alpha,5.997672316424163,729.138027413143,syllable,19
gamma,0.38793782872330224,729.138027413143,syllable,19
delta,0.19320718342225146,729.138027413143,syllable,19
overlap,0.4051244769179512,729.138027413143,syllable,19
sigma,0.5183442346935377,729.138027413143,syllable,19
tau,1.684369786995964,729.138027413143,syllable,19
b,3.0160660847139042,729.138027413143,syllable,19
base,0.8535228602509741,729.138027413143,syllable,19
theta,1.9993106446111466,729.138027413143,syllable,19
sim_ELI,0.49893127772767293,729.138027413143,syllable,19
alpha,5.9992105609272,771.3587604149642,syllable,20
gamma,0.5650620823574968,771.3587604149642,syllable,20
delta,0.23322154732927827,771.3587604149642,syllable,20
overlap,0.1532566005344049,771.3587604149642,syllable,20
sigma,0.31128854683645096,771.3587604149642,syllable,20
tau,0.7418891409619097,771.3587604149642,syllable,20
b,2.317308384254716,771.3587604149642,syllable,20
base,0.683717705215275,771.3587604149642,syllable,20
theta,1.8561408820003953,771.3587604149642,syllable,20
sim_ELI,0.9997950680731587,771.3587604149642,syllable,20
alpha,2.9181463479053633,678.5860218007875,syllable,21
gamma,0.474331047379212,678.5860218007875,syllable,21
delta,0.06716475687878391,678.5860218007875,syllable,21
overlap,0.5043041664991704,678.5860218007875,syllable,21
sigma,0.3938417203235362,678.5860218007875,syllable,21
tau,0.8587564089815487,678.5860218007875,syllable,21
b,3.115406073758529,678.5860218007875,syllable,21
base,0.023427121291483898,678.5860218007875,syllable,21
theta,1.0946599489036914,678.5860218007875,syllable,21
sim_ELI,0.2340726808175474,678.5860218007875,syllable,21
alpha,1.1498566955350902,470.00575588660297,syllable,22
gamma,0.30783262258023614,470.00575588660297,syllable,22
delta,0.0010049747916672915,470.00575588660297,syllable,22
overlap,0.3184206842354448,470.00575588660297,syllable,22
sigma,0.3701272680135993,470.00575588660297,syllable,22
tau,0.8244389665581201,470.00575588660297,syllable,22
b,3.578349074394644,470.00575588660297,syllable,22
base,1.0204567619388842,470.00575588660297,syllable,22
theta,1.9998771759735872,470.00575588660297,syllable,22
sim_ELI,0.4755225645201457,470.00575588660297,syllable,22
alpha,3.4756480939175876,535.0280955799544,syllable,23
gamma,0.12513027593322507,535.0280955799544,syllable,23
delta,0.0016843531385118524,535.0280955799544,syllable,23
overlap,0.22997161586984477,535.0280955799544,syllable,23
sigma,0.9995465593230843,535.0280955799544,syllable,23
tau,2.708326613271434,535.0280955799544,syllable,23
b,4.402425477304864,535.0280955799544,syllable,23
base,1.5198832023833378e-6,535.0280955799544,syllable,23
theta,1.9714062080408532,535.0280955799544,syllable,23
sim_ELI,0.16324064021943704,535.0280955799544,syllable,23
alpha,5.999193507040017,871.4129165223891,syllable,24
gamma,0.4592596811706707,871.4129165223891,syllable,24
delta,0.1975406517843184,871.4129165223891,syllable,24
overlap,0.5061274846216162,871.4129165223891,syllable,24
sigma,0.39073293387239405,871.4129165223891,syllable,24
tau,0.9199040205815813,871.4129165223891,syllable,24
b,2.1435674624770766,871.4129165223891,syllable,24
base,0.08012092348703967,871.4129165223891,syllable,24
theta,1.6581923511005034,871.4129165223891,syllable,24
sim_ELI,0.4367544760370892,871.4129165223891,syllable,24
alpha,5.99958538666248,658.1472709625282,syllable,25
gamma,0.5755727566093921,658.1472709625282,syllable,25
delta,0.21707925721843285,658.1472709625282,syllable,25
overlap,0.19451500579870218,658.1472709625282,syllable,25
sigma,0.3286584429307639,658.1472709625282,syllable,25
tau,0.4618839513227465,658.1472709625282,syllable,25
b,3.561854902610398,658.1472709625282,syllable,25
base,0.5819502704775769,658.1472709625282,syllable,25
theta,1.4873031080160508,658.1472709625282,syllable,25
sim_ELI,0.5699248223882344,658.1472709625282,syllable,25
alpha,5.99693032011681,776.9779174039564,syllable,26
gamma,0.37786589281572414,776.9779174039564,syllable,26
delta,0.05082179027202037,776.9779174039564,syllable,26
overlap,0.4674462150055682,776.9779174039564,syllable,26
sigma,0.8452949830953445,776.9779174039564,syllable,26
tau,1.559397328872142,776.9779174039564,syllable,26
b,3.5778497185063745,776.9779174039564,syllable,26
base,0.0010634346007764022,776.9779174039564,syllable,26
theta,1.993173347392449,776.9779174039564,syllable,26
sim_ELI,0.2840281883299212,776.9779174039564,syllable,26
alpha,5.99451584718963,856.5092900919547,syllable,27
gamma,0.3857101827966148,856.5092900919547,syllable,27
delta,0.17422257160935947,856.5092900919547,syllable,27
overlap,0.22330871177099143,856.5092900919547,syllable,27
sigma,0.5861773924016265,856.5092900919547,syllable,27
tau,1.0258711857359926,856.5092900919547,syllable,27
b,2.1850348374501625,856.5092900919547,syllable,27
base,0.00011560065755176565,856.5092900919547,syllable,27
theta,1.4733484075707126,856.5092900919547,syllable,27
sim_ELI,0.33411919337024876,856.5092900919547,syllable,27
alpha,4.992010645075996,962.5786081125063,syllable,28
gamma,0.39702356209298795,962.5786081125063,syllable,28
delta,0.0010005399967780752,962.5786081125063,syllable,28
overlap,0.9446948342945797,962.5786081125063,syllable,28
sigma,0.3203672819907709,962.5786081125063,syllable,28
tau,0.6427387443498499,962.5786081125063,syllable,28
b,17.38857421249479,962.5786081125063,syllable,28
base,0.12176655816216622,962.5786081125063,syllable,28
theta,1.9999961561281392,962.5786081125063,syllable,28
sim_ELI,0.17634973166804352,962.5786081125063,syllable,28
alpha,2.3117214808093887,604.5076734742646,syllable,29
gamma,0.17718460539935116,604.5076734742646,syllable,29
delta,0.001024805209417424,604.5076734742646,syllable,29
overlap,0.46256581810447084,604.5076734742646,syllable,29
sigma,0.5706557866015157,604.5076734742646,syllable,29
tau,1.4733146231240075,604.5076734742646,syllable,29
b,3.501076327624115,604.5076734742646,syllable,29
base,0.08668152695134933,604.5076734742646,syllable,29
theta,1.9986574359803955,604.5076734742646,syllable,29
sim_ELI,0.2833203295326228,604.5076734742646,syllable,29
alpha,5.993999217384415,642.8587022041603,syllable,30
gamma,0.4023106280307986,642.8587022041603,syllable,30
delta,0.23793173841785437,642.8587022041603,syllable,30
overlap,0.3231513910362663,642.8587022041603,syllable,30
sigma,0.29027751333482704,642.8587022041603,syllable,30
tau,0.7028683977622291,642.8587022041603,syllable,30
b,2.70460685729801,642.8587022041603,syllable,30
base,4.339692511518196e-5,642.8587022041603,syllable,30
theta,1.4916758932613214,642.8587022041603,syllable,30
sim_ELI,0.3776931097026638,642.8587022041603,syllable,30
alpha,5.998332583485446,622.1318859537707,syllable,31
gamma,0.6390114803843678,622.1318859537707,syllable,31
delta,0.15918360946486707,622.1318859537707,syllable,31
overlap,0.00121630234252016,622.1318859537707,syllable,31
sigma,0.09447648505155751,622.1318859537707,syllable,31
tau,0.1337518349490098,622.1318859537707,syllable,31
b,0.3619362127718924,622.1318859537707,syllable,31
base,0.04989199366069149,622.1318859537707,syllable,31
theta,1.0404790083028579,622.1318859537707,syllable,31
sim_ELI,0.8803987550996054,622.1318859537707,syllable,31
alpha,5.99417046141155,897.7987219726909,syllable,32
gamma,0.42254830257252923,897.7987219726909,syllable,32
delta,0.17722211242312955,897.7987219726909,syllable,32
overlap,0.12727056388025282,897.7987219726909,syllable,32
sigma,0.5733144145939649,897.7987219726909,syllable,32
tau,0.9402634469346454,897.7987219726909,syllable,32
b,2.394665626503345,897.7987219726909,syllable,32
base,0.5091018125718678,897.7987219726909,syllable,32
theta,1.7634252363647647,897.7987219726909,syllable,32
sim_ELI,0.7120135540383519,897.7987219726909,syllable,32
alpha,5.99829100210508,703.4508452209811,closed_biphone,1
gamma,0.6138813313773122,703.4508452209811,closed_biphone,1
delta,0.18455369617605122,703.4508452209811,closed_biphone,1
overlap,0.4587626564819556,703.4508452209811,closed_biphone,1
sigma,0.17028467342561357,703.4508452209811,closed_biphone,1
tau,0.4501713635917757,703.4508452209811,closed_biphone,1
b,0.6761308860971771,703.4508452209811,closed_biphone,1
base,0.00039988849800894055,703.4508452209811,closed_biphone,1
theta,1.6701725263974339,703.4508452209811,closed_biphone,1
sim_ELI,0.6543817751432627,703.4508452209811,closed_biphone,1
alpha,2.680575457902146,633.7439351528121,closed_biphone,2
gamma,0.3442947640684157,633.7439351528121,closed_biphone,2
delta,0.0010758602112491814,633.7439351528121,closed_biphone,2
overlap,0.1776831661557348,633.7439351528121,closed_biphone,2
sigma,0.6723371934171212,633.7439351528121,closed_biphone,2
tau,1.481187225890245,633.7439351528121,closed_biphone,2
b,2.795721435950964,633.7439351528121,closed_biphone,2
base,0.4644233958632503,633.7439351528121,closed_biphone,2
theta,1.9998065128760034,633.7439351528121,closed_biphone,2
sim_ELI,0.3328902993894811,633.7439351528121,closed_biphone,2
alpha,2.1528075744946307,445.7902835155659,closed_biphone,3
gamma,0.16140862274773887,445.7902835155659,closed_biphone,3
delta,0.0010011361758841485,445.7902835155659,closed_biphone,3
overlap,0.35911810081054163,445.7902835155659,closed_biphone,3
sigma,0.4639792848568004,445.7902835155659,closed_biphone,3
tau,1.3614076483399014,445.7902835155659,closed_biphone,3
b,1.889324125008603,445.7902835155659,closed_biphone,3
base,0.28292044441220177,445.7902835155659,closed_biphone,3
theta,1.999899593166169,445.7902835155659,closed_biphone,3
sim_ELI,0.45877382190390925,445.7902835155659,closed_biphone,3
alpha,3.165698762236991,595.010108473095,closed_biphone,4
gamma,0.1802112684194009,595.010108473095,closed_biphone,4
delta,0.0010001402832731687,595.010108473095,closed_biphone,4
overlap,0.3798601025519867,595.010108473095,closed_biphone,4
sigma,0.8678409374244597,595.010108473095,closed_biphone,4
tau,9.995542454523978,595.010108473095,closed_biphone,4
b,3.8509877408723088,595.010108473095,closed_biphone,4
base,1.2370158947660683e-7,595.010108473095,closed_biphone,4
theta,1.999999240525779,595.010108473095,closed_biphone,4
sim_ELI,0.15190546953299866,595.010108473095,closed_biphone,4
alpha,5.996145648257928,699.8287907841358,closed_biphone,5
gamma,0.4400966690522825,699.8287907841358,closed_biphone,5
