item1,item2,slot_coding,closed_biphone,open_biphone_1,levenshtein,syllable
1,2,0.0,0.0,0.0,0.125,0.0
1,3,0.0,0.14285714285714285,0.09090909090909091,0.7678571428571429,0.7896825396825398
1,4,0.4107142857142857,0.125,0.07692307692307693,0.5357142857142858,1.0940476190476192
1,5,0.5357142857142857,0.2361111111111111,0.27692307692307694,0.6607142857142857,0.5833333333333334
1,6,0.5833333333333333,0.3111111111111111,0.3764705882352941,0.8194444444444445,0.9722222222222221
1,7,0.39285714285714285,0.3333333333333333,0.2,0.5178571428571429,0.5
1,8,1.5535714285714286,3.3313492063492065,2.7533799533799534,3.9107142857142865,3.6182539682539687
1,9,0.8361111111111111,3.0202020202020194,2.8499484004127966,4.3694444444444445,4.3694444444444445
1,10,1.1726190476190474,1.5416666666666665,1.704895104895105,3.5059523809523814,3.0714285714285716
1,11,0.41666666666666663,0.14285714285714285,0.18181818181818182,0.9761904761904763,1.2694444444444444
1,12,1.150793650793651,3.0944444444444446,2.454600301659125,3.9404761904761907,3.5071428571428576
1,13,1.6547619047619049,3.9527777777777775,3.4202111613876323,4.902777777777778,4.333333333333333
1,14,1.2142857142857144,4.537698412698413,4.361771561771562,5.488095238095238,5.488095238095238
1,15,1.1507936507936507,3.3194444444444446,2.6491704374057314,3.7043650793650795,3.5071428571428576
1,16,1.3392857142857144,3.607142857142857,2.9118881118881115,4.392857142857143,4.392857142857143
2,3,0.0,0.0,0.0,0.0,0.0
2,4,0.0,0.0,0.0,0.0,0.0
2,5,0.29166666666666663,1.1369047619047619,0.7034965034965035,1.3035714285714284,1.248015873015873
2,6,0.8829365079365079,1.1194444444444445,0.8072398190045249,1.7341269841269842,2.013888888888889
2,7,0.26785714285714285,0.7083333333333333,0.43076923076923074,0.8035714285714287,0.771825396825397
2,8,0.26785714285714285,0.2361111111111111,0.14358974358974358,0.6428571428571429,0.7261904761904764
2,9,0.33611111111111114,0.0,0.1781217750257998,1.0083333333333333,0.9353535353535355
2,10,0.0,0.0,0.0,0.0,0.0
2,11,0.5333333333333333,1.333333333333333,0.8767676767676769,1.566666666666666,1.4619047619047616
2,12,0.37896825396825395,0.1,0.058823529411764705,1.1051587301587302,1.0083333333333333
2,13,0.2857142857142857,0.0,0.0,1.1369047619047623,0.9742424242424244
2,14,0.0,0.0,0.0,0.0,0.0
2,15,0.0,0.0,0.0,0.11111111111111116,0.0
2,16,0.16666666666666666,0.14285714285714285,0.09090909090909091,0.16666666666666663,0.37896825396825407
3,4,0.4345238095238095,0.0,0.0,0.8511904761904762,1.0690476190476192
3,5,0.5,0.0,0.7034965034965035,2.607142857142857,2.607142857142857
3,6,0.14285714285714285,0.0,0.0,0.8511904761904764,0.6333333333333334
3,7,0.5595238095238095,0.1111111111111111,0.06666666666666667,1.0952380952380953,1.4007936507936507
3,8,0.30952380952380953,0.0,0.0,0.5773809523809524,0.646825396825397
3,9,0.35,0.09090909090909091,0.05263157894736842,0.9083333333333334,0.8151515151515153
3,10,0.8523809523809524,1.1607142857142858,0.7459207459207458,1.9571428571428569,1.740873015873016
3,11,1.2,0.45238095238095233,0.5838383838383838,2.033333333333333,2.1999999999999997
3,12,0.2857142857142857,0.125,0.15384615384615385,0.8869047619047621,0.877020202020202
3,13,0.4107142857142857,0.1111111111111111,0.06666666666666667,1.1369047619047623,0.9742424242424244
3,14,0.7952380952380952,0.5595238095238095,0.35586635586635584,0.9380952380952381,1.0178571428571428
3,15,1.1507936507936507,0.7222222222222223,0.8911010558069381,2.4781746031746033,2.5222222222222226
3,16,0.30952380952380953,0.0,0.0,0.45238095238095244,0.7400793650793652
4,5,0.25,0.1111111111111111,0.06666666666666667,0.375,0.5249999999999999
4,6,1.0396825396825395,3.4055555555555554,2.889894419306184,4.051587301587302,3.78968253968254
4,7,1.119047619047619,1.4384920634920637,1.447086247086247,2.6904761904761907,2.234126984126984
4,8,0.26785714285714285,0.1111111111111111,0.06666666666666667,0.5357142857142858,0.5131313131313132
4,9,0.2111111111111111,0.0,0.0,0.3111111111111111,0.19999999999999996
4,10,0.0,0.0,0.0,0.0,0.0
4,11,0.0,0.0,0.0,0.125,0.22499999999999998
4,12,0.49007936507936506,0.1111111111111111,0.06666666666666667,0.7123015873015874,0.8234126984126987
4,13,0.1111111111111111,0.0,0.0,0.22222222222222232,0.22222222222222232
4,14,0.0,0.0,0.0,0.0,0.0
4,15,0.25,0.0,0.0,0.8333333333333335,0.7151515151515153
4,16,0.2857142857142857,0.2361111111111111,0.14358974358974358,0.4107142857142857,1.140873015873016
5,6,0.8690476190476191,0.5472222222222223,0.722473604826546,2.174603174603175,1.9055555555555554
5,7,0.994047619047619,1.4067460317460316,1.2755244755244755,2.8154761904761902,2.8154761904761902
5,8,0.26785714285714285,0.0,0.0,0.2678571428571429,0.0
5,9,0.5722222222222222,0.5222222222222223,0.3686274509803922,1.0055555555555555,0.9858585858585858
5,10,0.2857142857142857,0.0,0.0,0.4285714285714287,0.22222222222222232
5,11,1.4345238095238093,2.263888888888889,1.9463869463869465,3.916666666666667,3.916666666666667
5,12,0.3472222222222222,0.0,0.0,0.4583333333333335,0.8676767676767676
5,13,0.7579365079365079,1.1194444444444445,0.6739064856711916,1.8452380952380953,1.349494949494949
5,14,0.2857142857142857,0.0,0.0,0.4285714285714287,0.22222222222222232
5,15,0.7440476190476191,0.7111111111111111,1.0983408748114631,1.1547619047619047,0.6333333333333334
5,16,0.14285714285714285,0.0,0.0,0.2857142857142858,0.22222222222222232
6,7,0.726190476190476,0.6333333333333333,0.37647058823529406,1.5456349206349205,1.437301587301587
6,8,0.3611111111111111,0.1111111111111111,0.06666666666666667,0.36111111111111116,0.594949494949495
6,9,0.4361111111111111,0.0,0.0,0.6472222222222223,0.9583333333333334
6,10,0.1111111111111111,0.1,0.058823529411764705,0.11111111111111116,0.09999999999999998
6,11,0.3968253968253968,0.2111111111111111,0.12549019607843137,1.373015873015873,1.2194444444444446
6,12,0.4444444444444444,0.1,0.058823529411764705,0.6666666666666669,0.9111111111111111
6,13,0.6011904761904762,0.425,0.31221719457013575,1.295634920634921,1.1583333333333334
6,14,0.0,0.0,0.0,0.0,0.0
6,15,0.25396825396825395,0.225,0.4298642533936652,0.6011904761904764,0.8957070707070707
6,16,0.3472222222222222,0.3111111111111111,0.30980392156862746,0.6011904761904763,1.0694444444444444
