item1,item2,slot_coding,closed_biphone,open_biphone_1,levenshtein,syllable
1,2,1.9555555555555555,4.554545454545455,4.584171826625387,4.947222222222223,3.855050505050505
1,3,0.8194444444444444,1.106060606060606,0.6520123839009289,2.227777777777778,1.5782828282828287
1,4,1.4083333333333332,3.3878787878787873,2.964809081527348,3.8972222222222226,3.196969696969697
1,5,1.075,3.421212121212121,3.0007567939456483,3.8166666666666673,3.1641414141414144
1,6,2.3027777777777776,4.782828282828282,4.449742002063983,4.91388888888889,4.217171717171717
1,7,0.44722222222222224,0.0,0.058823529411764705,0.7583333333333333,0.5984848484848485
1,8,0.7694444444444444,0.19090909090909092,0.5281733746130031,1.8916666666666666,1.5080808080808081
1,9,0.5222222222222223,0.4929292929292929,0.34840041279669764,1.0944444444444443,0.6151515151515153
1,10,0.5722222222222222,0.6131313131313131,0.4291021671826626,1.9055555555555554,1.1873737373737374
1,11,0.1111111111111111,0.0,0.0,0.11111111111111116,0.09090909090909094
1,12,1.6472222222222224,4.621212121212121,4.5213622291021665,5.252777777777778,4.5189393939393945
1,13,0.2222222222222222,0.0,0.0,0.43333333333333346,0.29999999999999993
1,14,0.5444444444444444,0.4636363636363636,0.6194014447884417,1.1694444444444443,1.0482517482517482
1,15,0.7833333333333333,0.30000000000000004,0.7124871001031992,1.9916666666666667,1.571969696969697
1,16,0.1111111111111111,0.1,0.058823529411764705,0.4472222222222223,0.3909090909090909
2,3,0.5,0.2222222222222222,0.5208333333333334,1.5555555555555556,1.2242424242424241
2,4,1.9527777777777775,3.2666666666666666,2.7408496732026144,3.9638888888888895,3.2641025641025645
2,5,1.3111111111111111,3.0444444444444443,2.718055555555556,3.8388888888888895,3.210819735819736
2,6,1.9583333333333335,4.976767676767676,4.322291021671826,4.652777777777779,3.8540404040404046
2,7,0.6111111111111112,0.3333333333333333,0.26666666666666666,0.7222222222222223,0.9265734265734265
2,8,0.3611111111111111,0.0,0.2583333333333333,1.4166666666666665,1.2330808080808082
2,9,0.7083333333333333,0.6444444444444444,0.7208333333333332,1.7916666666666667,1.3250000000000002
2,10,0.6111111111111112,0.5444444444444445,0.32916666666666666,1.5555555555555556,0.7555555555555555
2,11,0.2361111111111111,0.0,0.0,0.5972222222222223,0.23611111111111116
2,12,2.208333333333333,4.6,4.170833333333333,4.805555555555556,4.526767676767677
2,13,0.4722222222222222,0.1111111111111111,0.06666666666666667,0.5833333333333335,0.33611111111111114
2,14,0.9166666666666666,0.2111111111111111,0.5833333333333333,1.1666666666666665,0.7575757575757576
2,15,0.9305555555555556,0.1,0.31666666666666665,1.7777777777777777,1.6553030303030303
2,16,0.3611111111111111,0.1111111111111111,0.06666666666666667,0.7083333333333335,0.11111111111111116
3,4,0.125,0.1111111111111111,0.3222222222222222,1.2083333333333335,0.9151515151515152
3,5,0.14285714285714285,0.0,0.0,0.6678571428571428,0.28181818181818186
3,6,0.4722222222222222,0.0,0.05263157894736842,1.4305555555555556,0.988888888888889
3,7,0.875,0.4444444444444444,0.33333333333333337,1.625,1.2500000000000002
3,8,1.0666666666666667,0.0,0.0,1.233333333333333,1.269047619047619
3,9,0.5666666666666667,0.0,0.20202020202020202,1.2999999999999998,1.6869047619047617
3,10,1.4666666666666668,1.5476190476190474,1.0101010101010102,2.233333333333333,2.3107142857142855
3,11,0.3666666666666667,0.0,0.0,0.7333333333333332,1.18015873015873
3,12,1.0833333333333333,0.0,0.06666666666666667,1.3333333333333333,1.2123015873015874
3,13,0.2,0.0,0.0,0.3666666666666666,0.5095238095238095
3,14,0.8035714285714286,0.5833333333333333,0.43553113553113554,1.7142857142857144,1.2686507936507936
3,15,1.4476190476190478,0.0,0.09090909090909091,1.4476190476190474,1.205952380952381
3,16,0.5333333333333333,0.2857142857142857,0.18181818181818182,1.0333333333333332,1.4007936507936511
4,5,2.2194444444444446,5.211111111111111,4.5,5.111111111111111,4.246717171717172
4,6,2.0305555555555554,3.9989898989898993,3.3161334709322325,4.108333333333334,3.3515151515151516
4,7,0.3111111111111111,0.1111111111111111,0.24444444444444444,0.861111111111111,0.7742424242424242
4,8,0.4222222222222222,0.3111111111111111,0.29869281045751633,1.4277777777777776,0.8040404040404039
4,9,0.2361111111111111,0.0,0.1764705882352941,0.7083333333333335,0.7131313131313132
4,10,0.4611111111111111,0.3111111111111111,0.18104575163398692,1.7944444444444443,0.896969696969697
4,11,0.2361111111111111,0.0,0.0,0.6972222222222223,0.28181818181818186
4,12,0.961111111111111,2.7999999999999994,2.522222222222222,3.658333333333334,2.962121212121212
4,13,0.3472222222222222,0.0,0.06666666666666667,0.4583333333333335,0.21111111111111114
4,14,1.5638888888888889,1.9888888888888887,1.7026143790849673,2.6500000000000004,1.682284382284382
